"","cuidador","leer","jugar","salir","vertv","deporte","dispositivoselectronicos","valor"
"9290",2,0,0,0,0,0,0,0
"9291",4,0,2,2,1,0,0,5
"9292",2,2,0,0,1,0,0,3
"9293",2,0,0,2,1,0,0,3
"9294",5,0,0,2,2,2,1,7
"9295",1,0,1,0,1,0,0,2
"9296",5,1,1,1,1,0,0,4
"9297",5,0,0,0,0,0,0,0
"9298",2,0,0,0,1,0,0,1
"9299",2,0,0,0,0,0,0,0
"9300",2,0,0,2,1,0,0,3
"9301",1,0,0,0,1,0,0,1
"9302",2,0,0,0,0,0,0,0
"9303",2,0,0,0,0,0,0,0
"9304",3,0,0,0,2,0,0,2
"9305",3,0,0,0,0,0,0,0
"9306",2,0,0,0,0,0,0,0
"9307",2,0,0,0,0,0,0,0
"9308",1,2,0,0,2,0,0,4
"9309",5,0,0,0,2,0,0,2
"9310",2,0,0,0,1,0,0,1
"9311",5,0,0,0,1,0,0,1
"9312",1,0,0,0,1,0,0,1
"9313",2,0,0,0,1,0,0,1
"9314",2,0,0,0,1,0,0,1
"9315",1,0,0,0,1,0,0,1
"9316",2,0,2,0,1,0,0,3
"9317",2,0,0,0,1,0,0,1
"9318",2,0,0,0,0,0,0,0
"9319",2,0,0,0,0,0,0,0
"9320",2,0,0,0,0,0,0,0
"9321",2,0,0,0,0,0,0,0
"9322",2,0,0,0,0,0,0,0
"9323",2,0,0,0,0,0,0,0
"9324",2,0,0,0,0,0,0,0
"9325",2,0,0,0,0,0,0,0
"9326",2,0,0,0,0,0,0,0
"9327",2,0,0,0,0,0,0,0
"9328",2,0,1,0,1,0,0,2
"9329",2,0,0,0,0,0,0,0
"9330",1,0,0,0,1,0,0,1
"9331",1,1,1,0,1,0,1,4
"9332",2,0,0,0,0,0,0,0
"9333",4,0,0,1,0,0,0,1
"9334",2,0,0,2,1,0,0,3
"9335",1,0,0,0,0,0,0,0
"9336",2,0,0,0,0,0,0,0
"9337",1,0,1,0,1,0,2,4
"9338",2,0,0,0,1,0,0,1
"9339",2,2,0,2,2,0,0,6
"9340",5,2,2,2,0,0,0,6
"9341",2,0,0,0,1,0,0,1
"9342",1,2,0,0,0,0,0,2
"9343",2,0,0,0,0,0,0,0
"9344",2,0,0,0,1,0,0,1
"9345",2,0,0,0,0,0,0,0
"9346",1,0,0,0,1,0,0,1
"9347",1,0,0,0,1,0,1,2
"9348",2,0,0,0,1,0,0,1
"9349",2,1,1,0,0,0,0,2
"9350",2,0,0,0,0,0,0,0
"9351",2,0,0,0,0,0,0,0
"9352",2,0,0,0,0,0,0,0
"9353",3,0,0,0,0,0,0,0
"9354",2,0,2,0,0,0,0,2
"9355",2,0,0,0,0,0,0,0
"9356",2,0,2,0,0,0,0,2
"9357",2,2,0,0,0,0,0,2
"9358",2,1,0,0,0,0,0,1
"9359",3,0,0,0,0,0,0,0
"9360",2,0,1,0,0,0,0,1
"9361",1,2,2,0,0,0,0,4
"9362",2,0,0,0,0,0,0,0
"9363",1,0,0,0,0,0,0,0
"9364",1,0,0,0,0,0,0,0
"9365",1,0,0,0,0,0,0,0
"9366",1,0,0,0,0,0,0,0
"9367",1,0,0,0,0,0,0,0
"9368",1,3,2,0,0,0,0,5
"9369",1,0,0,0,0,0,0,0
"9370",1,0,0,0,0,0,0,0
"9371",2,0,0,0,0,0,0,0
"9372",1,0,3,0,0,0,0,3
"9373",1,0,0,0,0,0,0,0
"9374",1,0,0,0,0,0,0,0
"9375",1,0,0,0,0,0,0,0
"9376",1,0,0,0,0,0,0,0
"9377",1,0,0,0,0,0,0,0
"9378",2,0,0,0,0,0,0,0
"9379",1,0,0,0,0,0,0,0
"9380",1,0,0,0,0,0,0,0
"9381",1,0,1,0,0,0,0,1
"9382",2,0,0,0,0,0,0,0
"9383",1,0,1,0,0,0,0,1
"9384",2,0,1,0,0,0,0,1
"9385",1,0,0,0,0,0,0,0
"9386",2,0,0,0,0,0,0,0
"9387",5,0,0,0,0,0,0,0
"9388",2,0,0,0,0,0,0,0
"9389",5,0,0,0,0,0,0,0
"9390",2,0,0,0,0,0,0,0
"9391",2,0,0,0,0,0,0,0
"9392",2,0,0,0,0,0,0,0
"9393",2,0,0,0,0,0,0,0
"9394",2,0,0,0,0,0,0,0
"9395",2,0,0,0,0,0,0,0
"9396",1,0,0,0,0,0,0,0
"9397",1,0,0,0,0,0,0,0
"9398",1,0,0,0,0,0,0,0
"9399",2,0,0,0,0,0,0,0
"9400",2,0,0,0,0,0,0,0
"9401",2,0,0,0,0,0,0,0
"9402",1,0,0,0,0,0,0,0
"9403",2,0,0,0,0,0,0,0
"9404",2,0,0,0,0,0,0,0
"9405",2,0,0,0,0,0,0,0
"9406",2,0,0,0,0,0,0,0
"9407",2,0,0,0,0,0,0,0
"9408",2,0,0,0,0,0,0,0
"9409",2,0,0,0,0,0,0,0
"9410",1,0,0,0,0,0,0,0
"9411",2,0,0,0,0,0,0,0
"9412",2,0,0,0,0,0,0,0
"9413",2,0,0,0,0,0,0,0
"9414",2,0,0,0,0,0,0,0
"9415",2,0,0,0,0,0,0,0
"9416",1,0,0,0,0,0,0,0
"9417",2,0,0,0,0,0,0,0
"9418",1,0,0,0,0,0,0,0
"9419",2,0,0,0,0,0,0,0
"9420",2,0,0,0,0,0,0,0
"9421",2,0,0,0,0,0,0,0
"9422",2,0,0,0,0,0,0,0
"9423",1,0,0,0,0,0,0,0
"9424",1,0,0,0,0,0,0,0
"9425",1,0,0,0,0,0,0,0
"9426",1,0,0,0,0,0,0,0
"9427",2,0,0,0,0,0,0,0
"9428",1,0,0,0,0,0,0,0
"9429",1,0,0,0,0,0,0,0
"9430",2,0,0,0,0,0,0,0
"9431",2,0,0,0,0,0,0,0
"9432",2,0,0,0,0,0,0,0
"9433",2,0,0,0,0,0,0,0
"9434",2,0,0,0,0,0,0,0
"9435",1,0,0,0,0,0,0,0
"9436",2,0,0,0,0,0,0,0
"9437",2,0,0,0,0,0,0,0
"9438",1,0,0,0,0,0,0,0
"9439",2,0,0,0,0,0,0,0
"9440",1,0,0,0,0,0,0,0
"9441",5,0,0,0,0,0,0,0
"9442",2,0,0,0,0,0,0,0
"9443",2,0,0,0,0,0,0,0
"9444",1,0,0,0,0,0,0,0
"9445",1,0,0,0,0,0,0,0
"9446",1,0,0,0,0,0,0,0
"9447",2,0,0,0,0,0,0,0
"9448",1,0,0,0,0,0,0,0
"9449",1,0,0,0,0,0,0,0
"9450",2,0,0,0,3,0,0,3
"9451",2,0,0,0,3,0,0,3
"9452",2,0,0,0,0,0,0,0
"9453",1,0,0,0,0,0,0,0
"9454",2,0,0,0,0,0,0,0
"9455",2,0,0,0,0,0,0,0
"9456",2,0,0,0,2,0,0,2
"9457",2,0,0,0,0,0,0,0
"9458",2,0,0,0,0,0,0,0
"9459",1,0,0,0,0,0,0,0
"9460",2,0,0,0,0,0,0,0
"9461",2,0,0,0,0,0,0,0
"9462",1,0,0,0,0,0,0,0
"9463",2,0,0,0,0,0,0,0
"9464",2,0,0,0,0,0,0,0
"9465",2,0,0,0,0,0,0,0
"9466",1,0,0,0,0,0,0,0
"9467",2,0,0,0,0,0,0,0
"9468",2,0,0,0,0,0,0,0
"9469",2,0,0,0,0,0,0,0
"9470",1,0,0,0,0,0,0,0
"9471",1,0,0,0,0,0,0,0
"9472",1,0,0,0,0,0,0,0
"9473",2,0,0,0,0,0,0,0
"9474",1,0,0,0,0,0,0,0
"9475",1,0,0,0,0,0,0,0
"9476",2,0,0,0,0,0,0,0
"9477",2,0,0,0,0,0,0,0
"9478",2,0,0,0,0,0,0,0
"9479",1,0,0,0,0,0,0,0
"9480",1,0,0,0,0,0,0,0
"9481",2,0,0,0,0,0,0,0
"9482",1,0,0,0,0,0,0,0
"9483",1,0,0,0,0,0,0,0
"9484",2,0,0,0,0,0,0,0
"9485",1,0,0,0,0,0,0,0
"9486",1,0,0,0,0,0,0,0
"9487",1,0,0,0,0,0,0,0
"9488",1,0,0,0,0,0,0,0
"9489",1,0,0,0,0,0,0,0
"9490",2,0,0,0,0,0,0,0
"9491",1,0,0,0,0,0,0,0
"9492",2,0,0,0,0,0,0,0
"9493",2,0,0,0,0,0,0,0
"9494",1,0,0,0,0,0,0,0
"9495",1,0,0,0,0,0,0,0
"9496",1,0,0,0,0,0,0,0
"9497",1,0,0,0,0,0,0,0
"9498",2,0,0,0,0,0,0,0
"9499",2,0,0,0,0,0,0,0
"9500",2,0,0,0,0,0,0,0
"9501",1,0,0,0,0,0,0,0
"9502",1,0,0,0,0,0,0,0
"9503",2,0,0,0,0,0,0,0
"9504",1,0,0,0,0,0,0,0
"9505",1,0,0,0,0,0,0,0
"9506",2,0,0,0,0,0,0,0
"9507",1,0,0,0,0,0,0,0
"9508",2,0,0,0,0,0,0,0
"9509",2,0,0,0,0,0,0,0
"9510",1,0,0,0,0,0,0,0
"9511",1,0,0,0,0,0,0,0
"9512",2,0,0,0,1,0,0,1
"9513",2,2,0,2,1,0,0,5
"9514",2,0,0,0,2,0,0,2
"9515",2,0,2,0,0,0,0,2
"9516",2,0,0,0,1,0,0,1
"9517",3,0,3,3,1,0,0,7
"9518",2,2,0,2,1,0,1,6
"9519",2,0,0,2,2,0,0,4
"9520",2,0,2,0,0,0,0,2
"9521",1,0,0,0,0,0,0,0
"9522",3,0,0,0,0,0,1,1
"9523",2,0,0,0,0,0,0,0
"9524",2,0,0,0,0,0,0,0
"9525",2,1,1,1,1,0,0,4
"9526",2,0,1,1,1,0,1,4
"9527",1,0,1,0,0,0,0,1
"9528",1,0,0,0,1,0,0,1
"9529",1,0,0,0,0,0,0,0
"9530",2,0,0,0,0,0,0,0
"9531",1,0,0,2,1,0,0,3
"9532",4,0,1,2,2,0,0,5
"9533",2,1,0,0,0,0,0,1
"9534",2,0,0,0,0,0,0,0
"9535",2,0,0,0,0,0,0,0
"9536",1,0,1,0,1,1,0,3
"9537",2,0,0,0,0,0,0,0
"9538",2,0,0,0,0,0,0,0
"9539",2,0,0,0,1,0,0,1
"9540",2,0,0,0,1,0,0,1
"9541",2,0,0,0,0,0,0,0
"9542",2,0,0,0,0,0,0,0
"9543",1,0,0,0,1,0,0,1
"9544",1,0,0,0,1,0,0,1
"9545",1,0,0,0,0,0,0,0
"9546",1,0,0,0,0,0,0,0
"9547",2,0,2,0,0,0,0,2
"9548",2,0,0,0,2,0,0,2
"9549",3,0,2,0,0,0,0,2
"9550",2,0,0,0,0,0,0,0
"9551",3,0,0,0,0,0,0,0
"9552",1,1,1,3,1,0,1,7
"9553",2,3,0,4,1,0,0,8
"9554",1,1,1,0,0,0,0,2
"9555",2,0,1,0,1,0,0,2
"9556",5,0,0,0,1,0,0,1
"9557",1,2,1,1,1,0,0,5
"9558",1,2,1,0,1,0,1,5
"9559",1,0,0,1,1,0,0,2
"9560",2,0,1,0,0,0,0,1
"9561",1,0,0,0,1,0,0,1
"9562",2,0,0,0,0,0,0,0
"9563",2,0,0,0,0,0,0,0
"9564",5,0,2,0,0,0,0,2
"9565",1,0,2,2,2,0,0,6
"9566",1,3,2,3,1,0,0,9
"9567",5,0,2,0,1,0,0,3
"9568",1,0,2,2,1,0,0,5
"9569",1,0,2,2,1,0,0,5
"9570",2,0,3,4,1,0,0,8
"9571",2,0,0,4,1,0,0,5
"9572",2,0,0,0,1,0,0,1
"9573",2,0,0,0,1,0,0,1
"9574",2,0,1,0,1,0,0,2
"9575",3,0,0,0,1,0,0,1
"9576",1,0,0,0,1,0,0,1
"9577",1,0,0,0,1,0,0,1
"9578",1,0,0,0,1,0,0,1
"9579",2,0,0,0,1,0,0,1
"9580",1,0,0,0,1,0,0,1
"9581",1,0,2,0,0,0,0,2
"9582",2,0,2,0,0,0,0,2
"9583",2,0,0,0,0,0,0,0
"9584",1,0,1,0,0,0,0,1
"9585",1,2,2,0,0,0,0,4
"9586",1,0,2,0,0,0,0,2
"9587",2,0,0,0,0,0,0,0
"9588",1,0,2,0,0,0,0,2
"9589",1,0,0,0,1,0,0,1
"9590",1,1,0,0,1,0,0,2
"9591",5,0,0,0,2,0,0,2
"9592",2,0,1,0,1,0,1,3
"9593",2,0,0,0,2,0,0,2
"9594",2,0,0,0,0,0,0,0
"9595",1,0,0,0,1,0,1,2
"9596",5,0,1,0,1,0,0,2
"9597",2,0,0,0,1,0,0,1
"9598",2,0,0,0,0,0,0,0
"9599",2,0,0,0,0,0,0,0
"9600",2,0,0,0,0,0,0,0
"9601",2,0,0,2,0,0,0,2
"9602",1,0,0,2,1,0,0,3
"9603",2,0,0,0,0,0,0,0
"9604",2,0,0,0,1,1,0,2
"9605",1,2,0,0,1,0,0,3
"9606",1,0,0,0,0,0,0,0
"9607",2,0,0,0,0,0,0,0
"9608",2,0,0,0,0,0,0,0
"9609",1,0,0,0,0,0,0,0
"9610",2,0,0,0,0,0,0,0
"9611",1,0,0,0,0,0,0,0
"9612",2,0,0,0,0,0,0,0
"9613",1,0,0,0,0,0,0,0
"9614",1,0,2,0,0,0,0,2
"9615",1,0,0,0,0,0,0,0
"9616",2,0,2,0,0,0,0,2
"9617",2,0,0,0,0,0,0,0
"9618",1,0,0,0,0,0,0,0
"9619",1,0,0,0,0,0,0,0
"9620",1,0,0,0,0,0,0,0
"9621",2,0,0,0,0,0,0,0
"9622",1,0,0,0,0,0,0,0
"9623",2,0,0,0,0,0,0,0
"9624",2,0,0,0,0,0,0,0
"9625",2,0,2,0,0,0,0,2
"9626",1,0,0,0,0,0,0,0
"9627",2,0,0,0,0,0,0,0
"9628",1,0,0,0,0,0,0,0
"9629",1,0,0,0,0,0,0,0
"9630",1,0,0,0,0,0,0,0
"9631",2,0,0,0,0,0,0,0
"9632",2,0,0,0,0,0,0,0
"9633",1,0,0,0,0,0,0,0
"9634",2,0,0,0,0,0,0,0
"9635",2,0,0,0,0,0,0,0
"9636",2,0,0,0,0,0,0,0
"9637",2,0,0,0,0,0,0,0
"9638",2,0,0,0,0,0,0,0
"9639",2,0,0,0,0,0,0,0
"9640",2,2,0,0,1,0,0,3
"9641",1,0,0,0,0,0,0,0
"9642",2,0,0,0,0,0,0,0
"9643",2,0,0,0,2,0,0,2
"9644",2,0,0,0,0,0,0,0
"9645",2,0,0,0,0,0,0,0
"9646",1,0,0,0,0,0,0,0
"9647",1,0,0,0,0,0,0,0
"9648",1,0,0,0,0,0,0,0
"9649",1,0,2,0,1,0,0,3
"9650",1,0,0,0,0,0,0,0
"9651",2,0,0,0,0,0,0,0
"9652",1,0,0,0,2,0,0,2
"9653",2,0,0,0,0,0,0,0
"9654",1,0,0,0,1,0,0,1
"9655",1,0,0,0,0,0,0,0
"9656",2,0,0,0,0,0,0,0
"9657",1,0,1,0,0,0,0,1
"9658",2,0,1,0,0,0,0,1
"9659",1,0,0,0,0,0,0,0
"9660",2,0,0,0,0,0,0,0
"9661",2,0,0,0,0,0,0,0
"9662",1,0,0,0,0,0,0,0
"9663",2,0,1,0,1,0,0,2
"9664",1,0,2,0,0,0,0,2
"9665",2,0,2,0,0,0,0,2
"9666",2,0,1,0,0,0,0,1
"9667",2,0,0,0,1,0,0,1
"9668",2,0,0,0,0,0,0,0
"9669",1,0,0,0,1,0,0,1
"9670",1,0,0,0,1,0,0,1
"9671",2,0,0,0,0,0,0,0
"9672",1,0,0,0,0,0,0,0
"9673",2,0,0,0,0,0,0,0
"9674",1,0,0,0,0,0,0,0
"9675",2,0,0,0,0,0,0,0
"9676",2,0,1,0,1,0,1,3
"9677",1,1,1,0,1,0,1,4
"9678",2,3,0,2,1,0,0,6
"9679",2,0,0,0,0,0,0,0
"9680",2,0,0,0,0,0,0,0
"9681",2,0,0,0,0,0,0,0
"9682",2,0,0,0,0,0,0,0
"9683",2,0,1,0,0,0,0,1
"9684",2,0,0,0,0,0,0,0
"9685",2,0,0,0,0,0,0,0
"9686",2,0,0,0,0,0,0,0
"9687",2,0,0,0,0,0,0,0
"9688",1,0,0,0,0,0,0,0
"9689",2,0,0,0,0,0,0,0
"9690",2,0,0,0,0,0,0,0
"9691",2,0,0,0,0,0,0,0
"9692",2,0,0,0,0,0,0,0
"9693",2,0,0,0,1,0,0,1
"9694",2,0,0,0,1,0,0,1
"9695",2,0,0,0,1,0,0,1
"9696",2,0,0,0,0,0,0,0
"9697",2,0,0,0,0,0,0,0
"9698",2,0,0,0,0,0,0,0
"9699",2,0,0,0,0,0,0,0
"9700",2,2,0,0,0,0,0,2
"9701",5,0,2,0,1,0,0,3
"9702",2,0,0,0,0,0,0,0
"9703",2,0,0,0,0,0,0,0
"9704",2,0,0,0,0,0,0,0
"9705",5,0,0,0,0,0,0,0
"9706",5,0,0,0,0,0,0,0
"9707",2,0,0,0,0,0,0,0
"9708",2,0,1,0,0,0,0,1
"9709",2,0,0,0,0,0,0,0
"9710",1,0,0,0,0,0,0,0
"9711",1,0,0,0,1,0,0,1
"9712",1,0,0,0,1,0,0,1
"9713",1,0,0,0,1,0,0,1
"9714",1,0,0,0,0,0,0,0
"9715",2,0,0,0,0,0,0,0
"9716",1,0,0,0,0,0,0,0
"9717",1,0,1,0,0,0,0,1
"9718",1,1,2,0,0,0,0,3
"9719",1,0,2,0,0,0,0,2
"9720",2,0,0,0,0,0,0,0
"9721",2,0,0,0,1,0,0,1
"9722",1,0,2,0,1,0,0,3
"9723",2,0,0,0,0,0,0,0
"9724",2,0,0,0,1,0,0,1
"9725",2,0,0,0,1,0,0,1
"9726",2,0,2,0,0,0,0,2
"9727",2,0,0,0,0,0,0,0
"9728",1,1,0,0,0,0,0,1
"9729",2,0,1,0,0,0,0,1
"9730",2,0,0,0,1,0,0,1
"9731",2,0,0,0,1,0,0,1
"9732",1,2,0,2,2,0,0,6
"9733",1,0,0,0,1,0,0,1
"9734",2,0,0,0,0,0,0,0
"9735",1,0,0,2,2,0,0,4
"9736",2,0,0,0,0,0,0,0
"9737",1,0,0,0,1,0,0,1
"9738",1,0,1,0,0,0,0,1
"9739",1,2,2,2,0,0,0,6
"9740",2,0,2,2,2,0,0,6
"9741",2,0,0,0,0,0,0,0
"9742",2,0,0,0,0,0,0,0
"9743",2,0,0,2,1,0,0,3
"9744",2,0,0,0,0,0,0,0
"9745",1,0,0,0,0,0,0,0
"9746",2,0,0,0,0,0,0,0
"9747",1,0,0,0,2,0,0,2
"9748",2,0,0,0,2,0,0,2
"9749",2,2,1,0,0,0,0,3
"9750",2,0,0,0,0,0,0,0
"9751",1,0,0,0,0,0,0,0
"9752",2,0,0,0,2,0,0,2
"9753",5,0,1,0,1,0,0,2
"9754",2,0,1,0,1,0,0,2
"9755",2,0,1,0,0,0,0,1
"9756",2,2,1,4,0,0,0,7
"9757",2,0,0,0,1,0,0,1
"9758",1,2,1,3,0,0,0,6
"9759",2,2,1,0,0,0,0,3
"9760",2,2,1,2,1,0,0,6
"9761",2,2,2,0,0,0,0,4
"9762",2,0,1,3,1,1,0,6
"9763",2,2,1,2,0,0,0,5
"9764",2,1,0,0,0,0,0,1
"9765",1,0,0,0,1,0,0,1
"9766",1,0,0,0,1,0,0,1
"9767",1,0,1,0,1,0,0,2
"9768",2,0,1,0,1,0,0,2
"9769",2,0,0,0,1,0,0,1
"9770",3,0,0,1,1,0,0,2
"9771",1,0,0,0,2,0,0,2
"9772",2,0,0,0,0,0,0,0
"9773",5,0,0,0,1,0,0,1
"9774",2,2,0,0,0,0,0,2
"9775",3,0,0,0,0,0,0,0
"9776",2,0,0,0,0,0,0,0
"9777",1,0,0,0,0,0,0,0
"9778",2,1,0,0,0,0,0,1
"9779",2,2,0,0,1,0,0,3
"9780",2,0,2,0,2,0,0,4
"9781",1,0,0,0,1,0,0,1
"9782",2,0,0,0,0,0,0,0
"9783",2,0,2,0,2,0,0,4
"9784",2,0,0,0,1,0,0,1
"9785",2,0,0,0,2,0,0,2
"9786",2,0,2,0,2,0,0,4
"9787",2,0,2,0,2,0,0,4
"9788",2,0,0,0,2,0,0,2
"9789",2,0,2,0,2,0,0,4
"9790",2,0,1,0,0,0,0,1
"9791",2,0,0,0,1,0,0,1
"9792",5,0,0,0,2,0,0,2
"9793",2,0,2,0,2,0,0,4
"9794",2,0,0,0,2,0,0,2
"9795",2,0,2,0,1,0,0,3
"9796",2,0,0,0,1,0,0,1
"9797",2,0,0,0,0,0,0,0
"9798",1,1,0,1,1,0,0,3
"9799",1,1,0,0,0,0,0,1
"9800",1,1,0,1,0,1,0,3
"9801",2,0,0,1,0,0,0,1
"9802",5,1,0,1,1,0,0,3
"9803",2,1,0,1,0,0,0,2
"9804",2,0,0,0,2,0,0,2
"9805",1,0,0,0,2,0,0,2
"9806",5,1,0,1,0,0,0,2
"9807",5,1,0,1,0,0,1,3
"9808",2,0,1,3,1,0,1,6
"9809",2,2,1,0,1,1,0,5
"9810",3,0,0,0,1,0,0,1
"9811",2,2,1,1,1,0,0,5
"9812",2,0,0,0,0,1,0,1
"9813",2,0,0,0,0,0,0,0
"9814",2,0,0,0,1,0,0,1
"9815",2,0,0,0,0,0,0,0
"9816",2,0,0,0,1,0,0,1
"9817",2,2,0,0,1,0,0,3
"9818",2,1,0,0,0,0,0,1
"9819",2,0,1,0,1,0,0,2
"9820",2,0,0,0,0,0,0,0
"9821",2,0,3,0,1,0,0,4
"9822",2,0,0,0,2,0,0,2
"9823",3,2,1,0,0,0,0,3
"9824",2,1,0,0,0,0,0,1
"9825",2,0,2,0,0,0,0,2
"9826",2,0,0,0,2,0,0,2
"9827",2,2,2,2,0,0,0,6
"9828",2,1,2,2,0,0,0,5
"9829",5,2,2,2,0,0,0,6
"9830",2,2,1,2,1,0,0,6
"9831",2,1,0,0,1,0,0,2
"9832",2,2,2,0,0,0,0,4
"9833",2,0,0,0,0,0,0,0
"9834",1,0,2,0,1,0,0,3
"9835",2,0,2,0,0,0,0,2
"9836",1,0,0,0,2,0,0,2
"9837",2,0,0,0,2,0,0,2
"9838",2,0,2,0,0,0,0,2
"9839",2,0,0,0,1,0,0,1
"9840",2,0,0,0,0,0,0,0
"9841",8,0,0,0,1,0,0,1
"9842",1,0,0,0,0,0,0,0
"9843",2,0,0,0,0,0,0,0
"9844",2,3,0,0,1,0,0,4
"9845",2,0,0,0,1,0,0,1
"9846",2,0,0,0,0,0,0,0
"9847",2,2,0,0,1,0,0,3
"9848",2,2,0,0,1,0,0,3
"9849",4,2,0,0,1,0,0,3
"9850",2,0,0,0,1,0,0,1
"9851",2,0,0,0,1,0,0,1
"9852",2,2,0,2,1,0,0,5
"9853",2,0,1,0,1,0,0,2
"9854",6,0,0,0,0,0,0,0
"9855",1,0,0,0,0,0,0,0
"9856",3,0,0,0,0,0,0,0
"9857",2,0,2,0,0,0,0,2
"9858",2,0,2,0,0,0,0,2
"9859",2,0,2,0,0,0,0,2
"9860",2,0,0,0,0,0,0,0
"9861",1,0,0,2,0,0,0,2
"9862",2,0,0,0,0,0,0,0
"9863",1,0,0,0,0,0,0,0
"9864",1,0,0,0,0,0,0,0
"9865",5,0,0,0,3,0,0,3
"9866",2,0,0,0,0,0,0,0
"9867",2,0,0,0,1,0,0,1
"9868",5,0,0,0,0,0,0,0
"9869",1,3,0,0,4,0,0,7
"9870",4,0,0,0,1,0,0,1
"9871",1,3,0,0,1,0,0,4
"9872",2,0,0,0,1,0,0,1
"9873",2,0,0,0,1,0,0,1
"9874",2,0,1,0,1,0,0,2
"9875",2,0,0,2,1,0,0,3
"9876",2,0,0,2,1,0,0,3
"9877",2,0,0,1,1,0,0,2
"9878",5,0,0,0,2,0,0,2
"9879",5,0,0,0,2,0,0,2
"9880",2,0,0,0,0,0,0,0
"9881",5,0,2,0,0,0,0,2
"9882",5,0,0,0,0,0,0,0
"9883",2,0,0,0,0,0,2,2
"9884",1,0,0,0,0,0,1,1
"9885",2,0,0,0,0,0,0,0
"9886",2,0,2,0,1,0,0,3
"9887",2,0,0,0,0,0,0,0
"9888",2,0,0,0,1,2,0,3
"9889",2,0,0,0,1,2,0,3
"9890",2,0,0,0,1,2,0,3
"9891",3,1,1,1,1,1,1,6
"9892",2,0,0,0,1,0,0,1
"9893",3,0,0,3,1,0,0,4
"9894",2,0,0,0,0,0,0,0
"9895",3,1,0,0,0,0,0,1
"9896",5,2,2,0,2,0,0,6
"9897",2,0,0,0,0,0,0,0
"9898",2,0,0,0,1,0,0,1
"9899",3,0,0,0,1,0,0,1
"9900",5,0,0,0,0,0,0,0
"9901",2,0,0,0,0,0,0,0
"9902",5,0,0,0,0,0,0,0
"9903",2,0,0,0,1,0,0,1
"9904",2,0,0,0,0,0,0,0
"9905",2,0,0,0,0,0,0,0
"9906",1,4,0,0,0,0,0,4
"9907",2,0,2,0,0,0,0,2
"9908",2,0,0,0,0,0,0,0
"9909",2,0,0,0,0,0,0,0
"9910",2,0,2,0,1,0,0,3
"9911",5,0,2,2,0,0,0,4
"9912",2,3,0,0,1,0,1,5
"9913",2,0,0,3,2,0,0,5
"9914",2,0,1,2,0,0,0,3
"9915",2,0,0,0,0,0,0,0
"9916",2,0,2,0,2,0,0,4
"9917",2,0,1,0,0,0,0,1
"9918",5,0,2,0,2,0,0,4
"9919",2,0,0,0,0,0,0,0
"9920",2,0,0,0,0,0,0,0
"9921",2,0,0,0,0,0,0,0
"9922",2,1,0,1,1,0,0,3
"9923",2,1,0,1,1,0,0,3
"9924",2,0,1,0,0,1,0,2
"9925",2,0,0,1,1,0,0,2
"9926",5,0,2,0,0,0,0,2
"9927",1,0,0,0,0,0,0,0
"9928",3,0,0,0,0,0,0,0
"9929",2,0,0,0,2,0,0,2
"9930",2,0,0,0,2,0,0,2
"9931",2,0,0,0,0,0,0,0
"9932",2,0,2,0,2,0,2,6
"9933",2,0,2,0,2,0,2,6
"9934",2,0,2,2,2,0,2,8
"9935",2,0,0,0,0,0,0,0
"9936",2,0,2,2,2,0,0,6
"9937",2,0,2,0,1,0,2,5
"9938",2,0,0,0,2,0,2,4
"9939",2,0,0,0,0,0,0,0
"9940",2,2,0,0,0,0,0,2
"9941",2,0,0,3,0,0,0,3
"9942",2,2,0,0,0,0,0,2
"9943",2,0,0,0,0,0,0,0
"9944",2,0,0,0,0,0,0,0
"9945",2,0,0,0,0,0,0,0
"9946",2,1,0,0,0,0,0,1
"9947",2,1,0,0,0,0,0,1
"9948",2,1,0,0,0,0,0,1
"9949",5,0,1,2,1,0,0,4
"9950",3,1,1,1,1,1,1,6
"9951",2,1,1,1,1,0,1,5
"9952",2,2,0,0,1,0,0,3
"9953",2,2,0,0,1,0,0,3
"9954",2,1,1,0,1,0,0,3
"9955",2,2,0,2,1,0,0,5
"9956",2,0,0,1,1,0,0,2
"9957",1,1,1,0,1,0,0,3
"9958",5,2,0,2,1,0,0,5
"9959",1,0,0,0,1,0,0,1
"9960",1,0,0,0,1,0,0,1
"9961",2,0,0,0,1,0,0,1
"9962",1,2,0,0,1,0,0,3
"9963",2,2,0,0,1,0,0,3
"9964",2,2,0,0,1,0,0,3
"9965",5,0,0,0,0,0,1,1
"9966",2,0,0,1,1,0,0,2
"9967",1,0,0,0,1,0,0,1
"9968",2,0,0,0,1,0,0,1
"9969",2,1,1,0,1,0,0,3
"9970",2,0,0,1,1,0,0,2
"9971",2,0,2,0,1,0,0,3
"9972",2,1,0,0,0,0,0,1
"9973",2,0,0,0,1,0,0,1
"9974",5,1,0,0,1,0,1,3
"9975",2,2,1,0,1,0,0,4
"9976",2,0,1,0,1,0,1,3
"9977",2,0,1,0,0,0,0,1
"9978",2,0,0,0,2,0,0,2
"9979",5,0,0,0,0,0,0,0
"9980",2,2,0,0,1,0,0,3
"9981",5,1,1,0,0,0,0,2
"9982",2,0,0,0,1,0,0,1
"9983",2,2,0,1,1,0,0,4
"9984",2,3,0,0,1,0,3,7
"9985",1,2,0,0,1,0,0,3
"9986",1,1,0,0,0,0,0,1
"9987",1,0,0,0,0,0,0,0
